Bairro,População,Criticidade,Impacto (m2),Custo (R$ mil)
Bairro 5844,56325,5,2572,37
Bairro 5845,33372,8,788,105
Bairro 5846,30229,10,1684,60
Bairro 5847,6511,4,604,144
Bairro 5848,42074,4,2002,56
Bairro 5849,48367,5,1994,136
Bairro 5850,14239,8,1425,80
Bairro 5851,31915,3,2920,70
Bairro 5852,26140,6,2402,122
Bairro 5853,42199,9,2682,30
Bairro 5854,34297,3,2781,80
Bairro 5855,54510,4,638,149
Bairro 5856,20180,10,2174,20
Bairro 5857,21061,5,2759,45
Bairro 5858,52828,4,2912,67
Bairro 5859,39747,7,2287,24
Bairro 5860,12114,10,2074,121
Bairro 5861,19843,4,2244,108
Bairro 5862,31421,6,990,60
Bairro 5863,6948,5,2423,94
Bairro 5864,32962,5,2076,128
Bairro 5865,36758,2,1500,120
Bairro 5866,9053,10,1226,69
Bairro 5867,49240,9,1817,117
Bairro 5868,47536,4,614,126
Bairro 5869,42495,7,520,21
Bairro 5870,7189,1,1999,67
Bairro 5871,24324,9,2980,89
Bairro 5872,14143,4,2101,147
Bairro 5873,16246,5,2458,90
Bairro 5874,21125,3,2369,145
Bairro 5875,20575,5,1003,21
Bairro 5876,17628,10,1560,90
Bairro 5877,27064,8,920,101
Bairro 5878,38569,4,604,63
Bairro 5879,21274,4,2599,114
Bairro 5880,10672,4,832,122
Bairro 5881,16841,3,2701,124
Bairro 5882,55257,4,2789,47
Bairro 5883,50877,5,1777,126
Bairro 5884,21045,5,1324,141
Bairro 5885,31989,2,1421,100
Bairro 5886,57131,1,1044,60
Bairro 5887,43737,4,1437,137
Bairro 5888,54603,3,2631,24
Bairro 5889,27545,9,1025,141
Bairro 5890,31978,10,1383,109
Bairro 5891,18903,7,1861,108
Bairro 5892,11252,9,1654,70
Bairro 5893,58810,10,819,27
Bairro 5894,17955,7,872,27
Bairro 5895,44730,7,2544,117
Bairro 5896,19746,3,2473,48
Bairro 5897,15772,9,1800,83
Bairro 5898,18988,10,1532,67
Bairro 5899,51444,2,1492,97
Bairro 5900,49856,3,691,71
Bairro 5901,14117,2,2755,104
Bairro 5902,30985,2,1940,135
Bairro 5903,33520,3,2011,47
Bairro 5904,36321,6,2034,130
Bairro 5905,47843,10,1485,146
Bairro 5906,52092,3,1034,73
Bairro 5907,44857,4,1832,124
Bairro 5908,44364,3,979,85
Bairro 5909,32684,10,1744,99
Bairro 5910,30721,4,1261,100
Bairro 5911,51394,8,1166,137
Bairro 5912,55102,6,1463,95
Bairro 5913,24370,9,717,75
Bairro 5914,12046,4,1140,61
Bairro 5915,26525,10,2341,106
Bairro 5916,9766,3,930,83
Bairro 5917,49966,8,1328,92
Bairro 5918,30709,7,2608,122
Bairro 5919,29728,9,1366,39
Bairro 5920,51884,7,1231,124
Bairro 5921,19624,6,2347,35
Bairro 5922,13268,10,1531,39
Bairro 5923,39842,4,1444,51
Bairro 5924,59191,2,2452,107
Bairro 5925,40674,10,2215,86
Bairro 5926,42809,8,1094,122
Bairro 5927,23840,2,2076,48
Bairro 5928,53410,3,1993,80
Bairro 5929,52569,5,2403,79
Bairro 5930,42638,5,635,97
Bairro 5931,34099,3,1938,121
Bairro 5932,10335,7,1335,26
Bairro 5933,37719,1,1652,134
Bairro 5934,56688,6,2906,147
Bairro 5935,54823,8,2580,46
Bairro 5936,25831,7,990,78
Bairro 5937,53265,6,2837,89
Bairro 5938,39942,1,1448,102
Bairro 5939,26526,5,2467,117
Bairro 5940,25592,6,2722,93
Bairro 5941,43727,10,947,49
Bairro 5942,55682,1,2451,45
Bairro 5943,30279,3,1925,128
Bairro 5944,8096,1,1079,84
Bairro 5945,51829,6,2786,40
Bairro 5946,37702,1,2504,90
Bairro 5947,43663,8,749,77
Bairro 5948,36624,6,1244,88
Bairro 5949,31446,3,1369,20
Bairro 5950,42242,8,2942,109
Bairro 5951,42331,9,580,70
Bairro 5952,27490,6,536,53
Bairro 5953,27374,8,2671,114
Bairro 5954,10822,5,988,89
Bairro 5955,13801,4,810,110
Bairro 5956,58247,1,2144,97
Bairro 5957,14952,5,1979,115
Bairro 5958,52352,8,1148,144
Bairro 5959,52780,10,2575,121
Bairro 5960,56833,2,1323,83
Bairro 5961,14414,2,1813,79
Bairro 5962,53644,8,1279,148
Bairro 5963,24874,9,2143,45
Bairro 5964,38936,9,2642,56
Bairro 5965,43274,4,1240,102
Bairro 5966,50682,4,2192,84
Bairro 5967,56405,2,2756,22
Bairro 5968,48718,2,1925,105
Bairro 5969,13520,10,2094,26
Bairro 5970,55624,8,1044,35
Bairro 5971,11479,4,2660,33
Bairro 5972,29629,3,534,93
Bairro 5973,39839,1,1492,133
Bairro 5974,59116,2,1239,137
Bairro 5975,26971,1,1085,147
Bairro 5976,43166,8,1880,52
Bairro 5977,59095,8,2693,55
Bairro 5978,44126,6,1653,38
Bairro 5979,23627,1,1662,119
Bairro 5980,50252,10,1178,82
Bairro 5981,24187,1,1648,45
Bairro 5982,48401,9,1162,119
Bairro 5983,30899,10,1035,139
Bairro 5984,44409,7,907,20
Bairro 5985,42198,6,1514,40
Bairro 5986,55485,1,1110,79
Bairro 5987,10895,6,2092,142
Bairro 5988,39730,4,1424,43
Bairro 5989,49661,5,1008,73
Bairro 5990,34582,6,1923,116
Bairro 5991,37650,8,2085,68
Bairro 5992,49418,5,2625,42
Bairro 5993,39680,3,911,26
Bairro 5994,53182,6,1199,105
Bairro 5995,39488,5,612,131
Bairro 5996,55523,8,797,113
Bairro 5997,6275,7,2302,133
Bairro 5998,12692,2,729,86
Bairro 5999,5706,2,1461,96
Bairro 6000,9285,8,994,92
Bairro 6001,22577,2,2278,68
Bairro 6002,39126,3,1287,117
Bairro 6003,28476,4,2919,115
Bairro 6004,6735,8,1966,141
Bairro 6005,21651,10,1124,81
Bairro 6006,17856,5,2026,108
Bairro 6007,35343,8,2911,103
Bairro 6008,32676,5,1382,139
Bairro 6009,39837,9,542,51
Bairro 6010,9981,5,1719,83
Bairro 6011,7199,7,1402,146
Bairro 6012,42857,3,2426,30
Bairro 6013,8305,2,2207,125
Bairro 6014,18872,7,2805,23
Bairro 6015,24277,4,549,65
Bairro 6016,6065,5,1207,29
Bairro 6017,57834,4,2306,121
Bairro 6018,23819,2,1259,124
Bairro 6019,23525,8,2507,36
Bairro 6020,10295,3,1325,80
Bairro 6021,16430,9,2626,89
Bairro 6022,29072,5,1816,83
Bairro 6023,58918,7,1859,118
Bairro 6024,26980,8,2114,27
Bairro 6025,32136,3,686,32
Bairro 6026,31431,4,2622,134
Bairro 6027,19235,7,1302,86
Bairro 6028,8462,8,516,39
Bairro 6029,37414,1,2443,72
Bairro 6030,45755,8,775,107
Bairro 6031,34094,4,1116,83
Bairro 6032,49382,9,2114,119
Bairro 6033,16954,1,699,89
Bairro 6034,18299,10,688,129
Bairro 6035,25638,5,842,105
Bairro 6036,17194,2,1627,57
Bairro 6037,50627,7,1853,127
Bairro 6038,42200,8,1005,66
Bairro 6039,14130,7,2114,111
Bairro 6040,4100,1,764,87
Bairro 6041,25535,4,1445,115
Bairro 6042,42947,6,2755,104
Bairro 6043,31526,1,2975,123
Bairro 6044,23773,9,1318,89
Bairro 6045,18832,3,1441,72
Bairro 6046,55466,8,2606,37
Bairro 6047,55764,6,945,28
Bairro 6048,55362,1,1655,84
Bairro 6049,27241,5,1240,82
Bairro 6050,25448,8,2001,63
Bairro 6051,31689,8,1893,124
Bairro 6052,36797,1,2496,32
Bairro 6053,38478,4,1884,149
Bairro 6054,30794,4,942,29
Bairro 6055,15245,7,2587,81
Bairro 6056,30562,3,929,82
Bairro 6057,38158,2,844,24
Bairro 6058,13927,1,1655,88
Bairro 6059,42074,3,1315,44
Bairro 6060,7155,3,2389,101
Bairro 6061,55489,9,2026,64
Bairro 6062,5228,2,2694,60
Bairro 6063,27677,6,2040,28
Bairro 6064,59173,8,517,134
Bairro 6065,21491,10,2628,74
Bairro 6066,4712,7,842,39
Bairro 6067,29642,4,913,129
Bairro 6068,18146,8,2092,122
Bairro 6069,49662,7,2457,40
Bairro 6070,16755,5,2676,85
Bairro 6071,36039,8,1548,35
Bairro 6072,34821,4,1088,147
Bairro 6073,54736,2,1446,45
Bairro 6074,30467,7,2150,65
Bairro 6075,37987,4,1792,52
Bairro 6076,12448,7,807,92
Bairro 6077,33279,3,1030,110
Bairro 6078,48542,1,2964,34
Bairro 6079,19256,8,1778,62
Bairro 6080,8778,3,1313,110
Bairro 6081,15909,8,1256,31
Bairro 6082,15768,6,634,47
Bairro 6083,22857,2,1726,79
Bairro 6084,22210,10,1501,148
Bairro 6085,59381,2,1974,24
Bairro 6086,38796,6,1250,32
Bairro 6087,29136,4,1739,60
Bairro 6088,22162,3,2346,118
Bairro 6089,23026,7,2267,87
Bairro 6090,39117,2,1782,44
Bairro 6091,30120,3,2270,105
Bairro 6092,35935,5,2332,51
Bairro 6093,15624,5,2461,27
Bairro 6094,6319,2,2770,33
Bairro 6095,22327,2,1731,24
Bairro 6096,50831,1,2285,113
Bairro 6097,44051,1,1522,90
Bairro 6098,35488,9,1963,105
Bairro 6099,37470,4,551,91
Bairro 6100,12236,2,2659,118
Bairro 6101,37974,10,2417,121
Bairro 6102,7884,4,2180,39
Bairro 6103,50970,1,1776,108
Bairro 6104,53759,6,1514,104
Bairro 6105,16268,1,801,63
Bairro 6106,12798,10,503,84
Bairro 6107,27715,6,1453,114
Bairro 6108,6146,2,1251,141
Bairro 6109,58558,4,2945,26
Bairro 6110,30104,3,1039,102
Bairro 6111,48831,8,1582,99
Bairro 6112,11954,3,2977,52
Bairro 6113,27217,5,1987,36
Bairro 6114,36930,8,1675,147
Bairro 6115,57025,7,537,67
Bairro 6116,30143,2,1912,80
Bairro 6117,8870,8,2565,54
Bairro 6118,13746,5,770,107
Bairro 6119,50059,10,2908,23
Bairro 6120,36263,6,2690,68
Bairro 6121,50173,4,2885,112
Bairro 6122,12816,6,2746,149
Bairro 6123,12617,4,958,58
Bairro 6124,30816,7,1680,44
Bairro 6125,26232,8,958,102
Bairro 6126,28588,5,2458,135
Bairro 6127,26785,3,1441,23
Bairro 6128,20027,7,967,116
Bairro 6129,13915,3,2688,49
Bairro 6130,10650,8,2771,122
Bairro 6131,41229,10,2647,33
Bairro 6132,48523,10,1538,55
Bairro 6133,21332,3,1375,115
Bairro 6134,6962,1,597,34
Bairro 6135,37882,6,940,130
Bairro 6136,19982,7,2113,66
Bairro 6137,59403,4,1311,134
Bairro 6138,22536,7,1798,75
Bairro 6139,31833,9,2394,111
Bairro 6140,6894,2,1885,51
Bairro 6141,39022,8,2207,45
Bairro 6142,24544,7,1727,56
Bairro 6143,25874,10,1935,148
Bairro 6144,53886,3,2907,86
Bairro 6145,8883,8,1622,45
Bairro 6146,52846,1,1005,121
Bairro 6147,52543,10,2016,50
Bairro 6148,52658,6,1432,108
Bairro 6149,18286,3,1445,110
Bairro 6150,35260,10,1227,48
Bairro 6151,33546,7,1949,85
Bairro 6152,49652,8,1672,148
Bairro 6153,13598,8,1582,67
Bairro 6154,13583,10,1340,110
Bairro 6155,10442,10,557,25
Bairro 6156,32430,4,1028,45
Bairro 6157,15256,2,1471,64
Bairro 6158,5522,4,1103,86
Bairro 6159,9039,10,2615,90
Bairro 6160,12305,6,1224,45
Bairro 6161,8732,1,657,65
Bairro 6162,41829,5,644,105
Bairro 6163,14840,9,724,118
Bairro 6164,56332,2,2964,105
Bairro 6165,14441,6,1887,27
Bairro 6166,54976,6,2877,49
Bairro 6167,21032,2,2482,65
Bairro 6168,46971,10,588,47
Bairro 6169,26166,2,935,46
Bairro 6170,28404,7,1755,130
Bairro 6171,47360,1,1404,115
Bairro 6172,32659,1,2703,48
Bairro 6173,4460,7,1446,28
Bairro 6174,39891,7,2301,70
Bairro 6175,28406,2,2653,94
Bairro 6176,6255,8,863,115
Bairro 6177,47714,1,1048,99
Bairro 6178,35967,1,1532,43
Bairro 6179,49152,7,2117,43
Bairro 6180,26935,5,2380,49
Bairro 6181,27863,7,1574,44
Bairro 6182,49899,7,1631,108
Bairro 6183,23445,9,2835,114
Bairro 6184,22894,3,2778,37
Bairro 6185,45553,10,682,94
Bairro 6186,22971,4,1148,74
Bairro 6187,36769,9,2574,106
Bairro 6188,33891,6,2271,144
Bairro 6189,6765,2,1218,61
Bairro 6190,17141,1,1071,36
Bairro 6191,6967,8,1892,135
Bairro 6192,51702,8,1401,59
Bairro 6193,40462,1,750,69
Bairro 6194,46018,4,603,99
Bairro 6195,22806,2,2310,108
Bairro 6196,38163,10,2084,90
Bairro 6197,24902,10,1605,102
Bairro 6198,11938,8,1100,51
Bairro 6199,19319,8,2543,108
Bairro 6200,28425,7,2452,25
Bairro 6201,56217,10,1174,69
Bairro 6202,32312,5,1329,131
Bairro 6203,39332,1,2543,45
Bairro 6204,6534,4,2581,26
Bairro 6205,55862,3,560,82
Bairro 6206,19317,2,877,35
Bairro 6207,23637,8,2993,82
Bairro 6208,14626,7,1211,93
Bairro 6209,55825,8,2276,109
Bairro 6210,5241,1,1579,133
Bairro 6211,29032,9,1054,102
Bairro 6212,40778,2,873,84
Bairro 6213,19493,4,2454,79
Bairro 6214,7212,2,2266,129
Bairro 6215,27137,10,1844,136
Bairro 6216,18914,10,2361,110
Bairro 6217,15019,1,1182,133
Bairro 6218,21646,9,1153,50
Bairro 6219,33474,4,1863,34
Bairro 6220,38502,4,1170,62
Bairro 6221,30069,6,1586,20
Bairro 6222,37498,4,2744,42
Bairro 6223,47358,4,1189,143
Bairro 6224,19988,6,1248,136
Bairro 6225,23174,8,2691,70
Bairro 6226,13643,10,1866,46
Bairro 6227,25302,1,1892,26
Bairro 6228,25317,5,2044,101
Bairro 6229,15393,4,2453,84
Bairro 6230,25009,4,2167,35
Bairro 6231,14904,3,1033,123
Bairro 6232,53371,3,2363,99
Bairro 6233,42024,4,2319,118
Bairro 6234,24063,9,1424,122
Bairro 6235,16030,7,2092,139
Bairro 6236,47355,5,1011,128
Bairro 6237,26412,8,1116,34
Bairro 6238,29413,4,1504,39
Bairro 6239,37623,6,2319,26
Bairro 6240,45887,1,2606,35
Bairro 6241,5940,6,2064,131
Bairro 6242,21648,1,1562,68
Bairro 6243,10550,1,747,148
Bairro 6244,39570,8,1267,33
Bairro 6245,7138,3,2964,115
Bairro 6246,32786,10,1638,37
Bairro 6247,6408,1,2519,115
Bairro 6248,6878,10,1381,59
Bairro 6249,30628,4,2021,124
Bairro 6250,15843,1,1068,33
Bairro 6251,38871,5,2560,87
Bairro 6252,54235,3,2826,111
Bairro 6253,27239,3,1752,99
Bairro 6254,34870,6,1038,132
Bairro 6255,42334,4,1078,94
Bairro 6256,33298,4,1143,124
Bairro 6257,16531,3,511,114
Bairro 6258,5810,7,2989,54
Bairro 6259,46293,2,2008,76
Bairro 6260,33726,9,1769,120
Bairro 6261,26450,2,953,147
Bairro 6262,24251,7,2482,121
Bairro 6263,30266,7,880,62
Bairro 6264,52150,6,1908,109
Bairro 6265,56330,3,1222,38
Bairro 6266,26696,1,2427,132
Bairro 6267,34563,3,2794,119
Bairro 6268,36518,2,773,50
Bairro 6269,59261,5,1318,109
Bairro 6270,12096,6,2113,69
Bairro 6271,36872,8,775,22
Bairro 6272,11100,4,649,144
Bairro 6273,49080,2,804,137
Bairro 6274,4711,3,1297,53
Bairro 6275,17928,10,1822,90
Bairro 6276,32495,8,785,74
Bairro 6277,35541,10,1920,113
Bairro 6278,20008,7,914,49
Bairro 6279,32298,3,981,47
Bairro 6280,19241,6,2106,60
Bairro 6281,28119,7,2227,52
Bairro 6282,45667,8,1120,100
Bairro 6283,10851,2,884,70
Bairro 6284,5865,4,1149,25
Bairro 6285,49929,4,2274,145
Bairro 6286,12823,9,2582,48
Bairro 6287,45279,10,641,146
Bairro 6288,44563,5,2123,23
Bairro 6289,49883,6,1716,102
Bairro 6290,9997,4,1961,55
Bairro 6291,33220,6,1566,56
Bairro 6292,47805,10,1719,67
Bairro 6293,38435,2,1399,32
Bairro 6294,50812,8,1858,90
Bairro 6295,19660,8,2658,58
Bairro 6296,57007,8,1128,80
Bairro 6297,44294,10,618,88
Bairro 6298,8317,6,1650,88
Bairro 6299,27326,3,2807,130
Bairro 6300,50117,8,579,142
Bairro 6301,39763,3,2926,67
Bairro 6302,7973,9,834,80
Bairro 6303,28880,8,1152,132
Bairro 6304,16083,10,1844,78
Bairro 6305,57949,5,2840,106
Bairro 6306,35365,8,1114,20
Bairro 6307,27151,8,1873,105
Bairro 6308,19489,1,1593,122
Bairro 6309,53583,6,1155,140
Bairro 6310,15320,7,2235,124
Bairro 6311,24721,1,1809,87
Bairro 6312,38187,4,1003,31
Bairro 6313,8754,9,1185,78
Bairro 6314,23785,5,1605,104
Bairro 6315,13071,2,1101,101
Bairro 6316,44917,6,821,123
Bairro 6317,19607,5,1713,65
Bairro 6318,43566,10,1492,54
Bairro 6319,56976,3,2801,139
Bairro 6320,33828,4,2427,117
Bairro 6321,41361,3,2994,100
Bairro 6322,18228,9,2182,88
Bairro 6323,49537,3,1598,92
Bairro 6324,55749,4,1724,44
Bairro 6325,58421,10,1655,31
Bairro 6326,11810,8,1518,122
Bairro 6327,30875,5,1293,35
Bairro 6328,39841,7,2241,90
Bairro 6329,36345,1,2600,93
Bairro 6330,30705,5,1693,64
Bairro 6331,51536,6,1087,40
Bairro 6332,53748,7,572,117
Bairro 6333,20750,9,2267,91
Bairro 6334,45117,7,682,56
Bairro 6335,42041,4,537,107
Bairro 6336,42837,4,2023,144
Bairro 6337,50415,6,874,91
Bairro 6338,18684,5,811,146
Bairro 6339,28093,3,1242,66
Bairro 6340,27738,7,1264,99
Bairro 6341,6834,9,1603,109
Bairro 6342,48204,8,1662,143
Bairro 6343,47178,8,2724,23
Bairro 6344,55337,8,528,21
Bairro 6345,19250,5,1014,95
Bairro 6346,30410,6,2401,97
Bairro 6347,35599,8,1721,113
Bairro 6348,39189,1,2154,139
Bairro 6349,16151,9,1785,121
Bairro 6350,15131,3,1594,119
Bairro 6351,49809,6,1893,63
Bairro 6352,27402,2,742,101
Bairro 6353,39270,3,2655,62
Bairro 6354,12318,10,1062,61
Bairro 6355,29614,8,1104,37
Bairro 6356,57236,8,2378,105
Bairro 6357,6721,1,1670,108
Bairro 6358,25689,9,2673,149
Bairro 6359,52950,5,1688,66
Bairro 6360,9658,8,2073,87
Bairro 6361,24285,2,2778,41
Bairro 6362,42838,7,1860,35
Bairro 6363,18662,4,1550,116
Bairro 6364,27099,7,2253,138
Bairro 6365,52020,1,1464,20
Bairro 6366,57053,6,1803,128
Bairro 6367,19308,3,1632,79
Bairro 6368,15794,6,895,31
Bairro 6369,19685,10,1164,116
Bairro 6370,55206,5,1575,110
Bairro 6371,48808,6,1544,132
Bairro 6372,27873,1,875,143
Bairro 6373,45677,3,2222,131
Bairro 6374,8679,2,1975,46
Bairro 6375,10468,9,2564,141
Bairro 6376,21368,4,2733,125
Bairro 6377,17905,9,2521,25
Bairro 6378,37803,3,2799,96
Bairro 6379,12774,4,1819,119
Bairro 6380,17895,8,1586,37
Bairro 6381,11830,3,1630,149
Bairro 6382,15915,1,1468,139
Bairro 6383,35218,2,2566,23
Bairro 6384,59174,3,562,69
Bairro 6385,28419,10,2115,88
Bairro 6386,12045,2,2058,22
Bairro 6387,35236,1,2074,65
Bairro 6388,20792,10,1998,111
Bairro 6389,33226,2,2756,35
Bairro 6390,14508,6,788,35
Bairro 6391,46624,3,842,63
Bairro 6392,20054,6,2255,113
Bairro 6393,29135,5,1235,92
Bairro 6394,53932,4,1254,28
Bairro 6395,58827,7,1325,72
Bairro 6396,28533,1,2187,47
Bairro 6397,4466,6,2900,140
Bairro 6398,41054,5,1267,48
Bairro 6399,41576,5,1549,38
Bairro 6400,26795,7,717,145
Bairro 6401,19715,8,2466,34
Bairro 6402,12423,3,1221,106
Bairro 6403,37760,2,1876,143
Bairro 6404,46369,4,2859,33
Bairro 6405,38448,3,837,35
Bairro 6406,8699,7,1817,114
Bairro 6407,19895,6,1386,128
Bairro 6408,16273,3,946,119
Bairro 6409,24988,7,1487,43
Bairro 6410,31633,1,2867,148
Bairro 6411,41482,5,986,46
Bairro 6412,8328,9,2967,93
Bairro 6413,7458,4,2997,141
Bairro 6414,37636,9,677,24
Bairro 6415,38434,8,2395,146
Bairro 6416,18114,6,1814,94
Bairro 6417,25706,3,2478,83
Bairro 6418,47970,3,1944,30
Bairro 6419,56767,5,2392,148
Bairro 6420,5324,8,2645,136
Bairro 6421,38539,8,2351,109
Bairro 6422,27043,4,2996,65
Bairro 6423,19366,1,1310,132
Bairro 6424,39620,9,1421,38
Bairro 6425,14858,3,1932,52
Bairro 6426,30124,8,2879,149
Bairro 6427,56230,5,2888,76
Bairro 6428,53121,1,1014,96
Bairro 6429,25278,1,902,26
Bairro 6430,23174,5,2622,128
Bairro 6431,26447,5,1399,134
Bairro 6432,13656,9,750,46
Bairro 6433,33712,9,1665,25
Bairro 6434,27149,6,2454,86
Bairro 6435,41977,4,2380,82
Bairro 6436,7182,2,704,101
Bairro 6437,28125,7,2158,147
Bairro 6438,50465,3,1616,142
Bairro 6439,43527,7,771,63
Bairro 6440,12873,2,1314,45
Bairro 6441,54239,2,2232,88
Bairro 6442,41076,1,2716,75
Bairro 6443,23115,7,916,121
Bairro 6444,22045,3,2916,99
Bairro 6445,5654,5,1711,140
Bairro 6446,17485,4,1438,77
Bairro 6447,31782,2,614,103
Bairro 6448,5705,10,1662,101
Bairro 6449,14620,2,1120,68
Bairro 6450,47358,7,2387,104
Bairro 6451,47599,10,2134,23
Bairro 6452,56752,1,674,22
Bairro 6453,5360,8,1627,22
Bairro 6454,4531,7,2421,29
Bairro 6455,46919,4,2047,146
Bairro 6456,5230,2,1121,143
Bairro 6457,52511,10,520,93
Bairro 6458,51493,8,1628,71
Bairro 6459,48858,10,1288,71
Bairro 6460,56193,10,600,23
Bairro 6461,39467,9,882,31
Bairro 6462,20571,9,2329,91
Bairro 6463,17206,4,1883,120
Bairro 6464,45600,1,632,60
Bairro 6465,42668,8,2200,103
Bairro 6466,45489,9,1810,84
Bairro 6467,14087,9,1031,101
Bairro 6468,50573,9,1586,41
Bairro 6469,45426,8,1113,85
Bairro 6470,40563,7,1454,107
Bairro 6471,7118,6,633,132
Bairro 6472,17015,4,1977,78
Bairro 6473,42856,10,1431,105
Bairro 6474,24483,4,2369,44
Bairro 6475,47702,2,1917,92
Bairro 6476,23092,9,2311,144
Bairro 6477,45662,5,2805,45
Bairro 6478,29743,5,1213,44
Bairro 6479,15496,2,1239,24
Bairro 6480,20504,8,2441,74
Bairro 6481,18699,2,2845,118
Bairro 6482,13842,1,2521,67
Bairro 6483,32249,1,1136,41
Bairro 6484,49562,2,2270,64
Bairro 6485,46069,1,2434,107
Bairro 6486,50869,8,2786,30
Bairro 6487,16030,7,1048,36
Bairro 6488,13407,7,2601,49
Bairro 6489,30190,5,2295,25
Bairro 6490,30523,10,2523,41
Bairro 6491,39178,6,1750,107
Bairro 6492,18511,2,2467,29
Bairro 6493,39010,2,1501,69
Bairro 6494,21516,4,2170,125
Bairro 6495,20381,9,1412,146
Bairro 6496,24924,9,713,78
Bairro 6497,23387,2,2567,117
Bairro 6498,39266,1,1585,54
Bairro 6499,21692,5,769,62
Bairro 6500,41300,10,1963,74
Bairro 6501,6239,4,1101,120
Bairro 6502,18456,9,2141,116
Bairro 6503,33315,7,2135,93
Bairro 6504,37996,2,2678,56
Bairro 6505,31006,9,2159,56
Bairro 6506,50334,7,1497,41
Bairro 6507,56039,9,2199,124
Bairro 6508,18697,4,1285,111
Bairro 6509,18910,7,967,62
Bairro 6510,30733,4,2393,50
Bairro 6511,51275,9,2175,53
Bairro 6512,29003,4,2150,37
Bairro 6513,31115,10,2073,149
Bairro 6514,37546,2,682,81
Bairro 6515,9489,4,2787,109
Bairro 6516,19868,5,987,103
Bairro 6517,11355,2,1355,59
Bairro 6518,28535,9,2947,75
Bairro 6519,50160,5,1421,85
Bairro 6520,38262,7,2210,68
Bairro 6521,40477,7,2895,30
Bairro 6522,49272,5,1225,113
Bairro 6523,23930,10,1229,135
Bairro 6524,40709,2,2135,82
Bairro 6525,53007,8,2700,98
Bairro 6526,7232,1,2014,37
Bairro 6527,59326,2,1909,86
Bairro 6528,30660,6,1236,122
Bairro 6529,57391,6,656,119
Bairro 6530,10124,4,669,56
Bairro 6531,36863,7,2405,139
Bairro 6532,40751,6,2415,68
Bairro 6533,55802,3,2960,80
Bairro 6534,49965,8,1294,93
Bairro 6535,28683,5,1256,43
Bairro 6536,33124,10,1166,26
Bairro 6537,21642,5,1580,25
Bairro 6538,20333,3,2910,145
Bairro 6539,58669,5,1232,127
Bairro 6540,35727,5,2606,56
Bairro 6541,6938,6,2052,34
Bairro 6542,54060,6,2661,141
Bairro 6543,51627,3,726,84
Bairro 6544,7481,7,729,87
Bairro 6545,10982,6,1555,46
Bairro 6546,43137,3,1345,58
Bairro 6547,46903,5,1305,149
Bairro 6548,45350,1,2783,124
Bairro 6549,51234,9,1048,86
Bairro 6550,35214,5,2161,95
Bairro 6551,13436,7,1472,147
Bairro 6552,21170,5,1090,68
Bairro 6553,37942,2,1200,106
Bairro 6554,49609,10,1542,76
Bairro 6555,29644,4,2685,39
Bairro 6556,38551,7,869,81
Bairro 6557,6417,2,982,50
Bairro 6558,28346,8,1327,105
Bairro 6559,42950,8,2354,82
Bairro 6560,27294,3,2583,112
Bairro 6561,20312,6,2836,134
Bairro 6562,43125,6,1912,89
Bairro 6563,29402,9,1167,78
Bairro 6564,50536,2,1923,73
Bairro 6565,49894,5,930,93
Bairro 6566,58121,10,1682,35
Bairro 6567,29210,1,1589,74
Bairro 6568,58754,2,2789,70
Bairro 6569,51583,6,2546,44
Bairro 6570,49204,7,1334,48
Bairro 6571,32022,8,1122,23
Bairro 6572,13007,2,864,90
Bairro 6573,50781,4,1194,124
Bairro 6574,22813,5,1388,130
Bairro 6575,51201,6,2260,129
Bairro 6576,51342,4,769,149
Bairro 6577,11827,3,574,67
Bairro 6578,43892,7,939,82
Bairro 6579,19012,9,672,54
Bairro 6580,23630,10,1291,35
Bairro 6581,26544,1,2058,145
Bairro 6582,6376,9,1218,144
Bairro 6583,22231,5,1387,52
Bairro 6584,45826,7,596,126
Bairro 6585,44147,7,1379,75
Bairro 6586,12194,8,2829,139
Bairro 6587,27572,8,1959,45
Bairro 6588,7484,3,2033,88
Bairro 6589,11956,9,1927,79
Bairro 6590,6419,7,2438,45
Bairro 6591,46969,10,555,121
Bairro 6592,21030,7,763,59
Bairro 6593,18847,3,1099,53
Bairro 6594,17013,1,1071,26
Bairro 6595,10683,1,525,113
Bairro 6596,28771,1,1126,148
Bairro 6597,9333,10,1947,28
Bairro 6598,50314,6,715,117
Bairro 6599,13609,1,2291,129
Bairro 6600,8124,5,1688,48
Bairro 6601,40588,3,1647,31
Bairro 6602,40227,1,2865,74
Bairro 6603,25991,4,2663,21
Bairro 6604,30397,9,1739,22
Bairro 6605,34338,10,1489,85
Bairro 6606,20654,5,1303,42
Bairro 6607,5248,10,1328,41
Bairro 6608,10113,2,1474,48
Bairro 6609,48898,2,1433,48
Bairro 6610,32513,9,2875,134
Bairro 6611,56254,2,513,72
Bairro 6612,38276,8,690,46
Bairro 6613,16203,10,1336,63
Bairro 6614,22212,8,2986,100
Bairro 6615,56110,4,2030,59
Bairro 6616,52498,1,1175,139
Bairro 6617,17786,8,1279,149
Bairro 6618,26589,7,1321,96
Bairro 6619,43093,3,716,67
Bairro 6620,21680,2,1521,47
Bairro 6621,7164,4,2302,54
Bairro 6622,11012,7,945,38
Bairro 6623,41266,7,1129,32
Bairro 6624,40329,4,2595,134
Bairro 6625,11705,5,2110,67
Bairro 6626,53304,10,1390,114
